date,DAY_OF_THE_WEEK,HOSPITAL_CENSUS_M,INDX_UCDH_TEST_PT_CNT,INDX_UCDH_POS_PT_CNT,INDX_UCDH_POSITIVITY_RATE,INDX_POS_PT_NEW_ADM_CNT,INDX_POS_PT_NEW_ADM_PCT,INDX_POS_PT_IN_HOUSE_D6_CNT,INDX_POS_PT_IN_HOUSE_D6_PCT,INDX_POS_PT_IN_HOUSE_D7_CNT,INDX_POS_PT_IN_HOUSE_D7_PCT,INDX_POS_PT_ALL_ADM_CNT,INDX_POS_PT_ALL_ADM_PCT,OUTREACH_TEST_CNT,OUTREACH_POS_TEST_CNT,OUTREACH_POSITIVITY_RATE,COVID_RULE_OUT_PT_CNT_M,COVID_POS_PT_CNT_EVER,COVID_PT_CNT_M,COVID_NEW_ADM_CNT,COVID_NEW_ADM_FLAG,COVID_DISCHARGE_CNT,COVID_DISCHARGE_PCT,DISCH_ICU_VENT_CNT,DISCH_ICU_NO_VENT_CNT,DISCH_MED_SURG_HFNC_CNT,DISCH_MED_SURG_NO_HFNC_CNT,COVID_MALE_CNT_M,COVID_MALE_PCT_M,COVID_AVG_AGE_M,COVID_MED_SURG_CNT_M,COVID_MED_SURG_HFNC_CNT_M,COVID_MED_SURG_HFNC_PCT_M,COVID_MED_SURG_NO_HFNC_CNT_M,COVID_MED_SURG_NO_HFNC_PCT_M,COVID_ICU_CNT_M,COVID_ICU_VENT_CNT_M,COVID_ICU_VENT_PCT_M,COVID_ICU_NO_VENT_CNT_M,COVID_ICU_NO_VENT_PCT_M,COVID_ACTIVE_DNR_CNT_M,COVID_ACTIVE_DNR_PCT_M,TESTED_PT_CNT_MEAN,TESTED_PT_CNT_SLOPE,TESTED_PT_CNT_STD,POSITIVITY_RATE_MEAN,POSITIVITY_RATE_SLOPE,POSITIVITY_RATE_STD,OUTREACH_TEST_CNT_MEAN,OUTREACH_TEST_CNT_SLOPE,OUTREACH_TEST_CNT_STD,OUTREACH_POSITIVITY_MEAN,OUTREACH_POSITIVITY_SLOPE,OUTREACH_POSITIVITY_STD,COVID_PT_CNT_MIDNIGHT_MEAN,COVID_PT_CNT_MIDNIGHT_SLOPE,COVID_PT_CNT_MIDNIGHT_STD,COVID_NEW_ADM_MEAN,COVID_NEW_ADM_SLOPE,COVID_NEW_ADM_STD,COVID_DISCHARGE_MEAN,COVID_DISCHARGE_SLOPE,COVID_DISCHARGE_STD,COVID_DISCHARGE_PCT_MEAN,COVID_DISCHARGE_PCT_SLOPE,COVID_DISCHARGE_PCT_STD
2020-10-04,0,548,188,1,0.53,1,100,0,0,0,0,1,100,12,0,0,6,27,25,2,0,2,7.41,0,0,0,2,17,68,56.4,14,0,0,14,100,11,9,81.82,2,18.18,1,4,237.8,-22.2,68.02,1.49,-0.34,0.64,34.4,-2.8,29.23,0,0,0,25.8,-0.9,1.92,1.2,0.3,0.84,2.4,-0.5,1.14,8.33,-1.34,3.44
2020-10-05,1,574,380,3,0.79,0,0,1,100,0,0,1,33.33,95,0,0,8,27,24,2,0,3,11.11,2,0,0,1,15,63,53.42,13,0,0,13,100,11,9,81.82,2,18.18,1,4.17,255.6,22.2,92.62,1.24,-0.31,0.61,49.8,4.4,37.53,0,0,0,24.8,-0.3,0.84,1.4,0.4,0.89,2.4,-0.2,1.14,8.68,-0.47,3.66
2020-10-06,2,573,405,5,1.23,1,100,0,0,0,0,1,20,55,0,0,5,26,23,2,0,3,11.54,0,0,0,3,15,65,52.52,11,0,0,11,100,12,9,75,3,25,2,8.7,297,34.8,105.77,1.08,-0.08,0.43,53.4,1.6,36.86,0,0,0,24.2,-0.3,0.84,1.6,0.4,0.89,2.2,0.4,0.84,8.32,1.5,3.14
2020-10-07,3,571,318,9,2.83,0,0,0,0,0,0,0,0,39,1,2.56,7,23,21,0,0,2,8.7,1,0,0,1,14,67,53.76,10,0,0,10,100,11,8,72.73,3,27.27,1,4.76,294.6,48.9,104.97,1.41,0.31,0.9,44.4,7.9,32.78,0.51,0.51,1.15,23.6,-1,1.67,1.6,-0.4,0.89,2.2,0.3,0.84,8.52,1.38,3.12
2020-10-08,4,585,253,7,2.77,1,50,1,50,0,0,2,28.57,27,0,0,7,22,21,1,0,1,4.55,0,0,0,1,14,67,54.57,12,0,0,12,100,9,6,66.67,3,33.33,1,4.76,308.8,6.8,89.6,1.63,0.65,1.1,45.6,-2.6,31.81,0.51,0.26,1.15,22.8,-1.1,1.79,1.4,-0.4,0.89,2.2,-0.3,0.84,8.66,-0.81,2.86
2020-10-09,5,561,338,5,1.48,1,100,0,0,0,0,1,20,77,0,0,7,22,21,1,0,1,4.55,0,0,0,1,15,71,53.38,12,1,8.33,11,91.67,9,6,66.67,3,33.33,1,4.76,338.8,-23.6,58.9,1.82,0.29,0.93,58.6,-6.4,27.66,0.51,0,1.15,22,-0.8,1.41,1.2,-0.3,0.84,2,-0.6,1,8.09,-2.01,3.41
2020-10-10,6,552,212,2,0.94,0,0,0,0,0,0,0,0,19,0,0,7,21,19,0,0,2,9.52,1,1,0,0,14,74,56.42,11,1,9.09,10,90.91,8,5,62.5,3,37.5,1,5.26,305.2,-36.6,75.18,1.85,-0.19,0.89,43.4,-3.4,23.17,0.51,-0.26,1.15,21,-0.8,1.41,0.8,-0.3,0.84,1.8,-0.3,0.84,7.77,-0.82,3.12
2020-10-11,0,539,181,1,0.55,1,100,0,0,0,0,1,100,13,0,0,5,21,20,2,0,1,4.76,1,0,0,0,14,70,55.2,15,1,6.67,14,93.33,5,4,80,1,20,1,5,260.4,-31.5,67.16,1.71,-0.64,1.05,35,-6,25.42,0.51,-0.51,1.15,20.4,-0.4,0.89,0.8,0.3,0.84,1.4,-0.1,0.55,6.42,-0.29,2.48
2020-10-12,1,563,414,2,0.48,1,100,0,0,0,0,1,50,88,1,1.14,13,21,20,1,0,1,4.76,1,0,0,0,14,70,56.65,16,1,6.25,15,93.75,4,3,75,1,25,0,0,279.6,16.5,95.49,1.24,-0.55,0.94,44.8,5.8,34.99,0.23,0.23,0.51,20.2,-0.3,0.84,1,0.1,0.71,1.2,0,0.45,5.63,0.06,2.18
2020-10-13,2,562,338,10,2.96,3,100,0,0,0,0,3,30,69,0,0,9,23,23,3,0,0,0,0,0,0,0,16,70,58.96,19,1,5.26,18,94.74,4,3,75,1,25,0,0,296.6,20.2,97.12,1.28,0.25,1.02,53.2,5.3,34.69,0.23,0.11,0.51,20.6,0.5,1.52,1.4,0.5,1.14,1,-0.3,0.71,4.72,-1.39,3.37
2020-10-14,3,550,312,7,2.24,1,100,0,0,0,0,1,14.29,36,0,0,9,24,23,1,0,1,4.17,0,0,0,1,16,70,60.22,19,1,5.26,18,94.74,4,3,75,1,25,1,4.35,291.4,35.7,95.03,1.43,0.5,1.11,45,9,32.43,0.23,0,0.51,21,1.1,1.87,1.4,0.3,1.14,1,-0.3,0.71,4.64,-1.55,3.38
2020-10-15,4,564,242,11,4.55,1,100,0,0,0,0,1,9.09,19,0,0,4,24,22,1,0,2,8.33,1,0,0,1,16,73,59.95,18,1,5.56,17,94.44,4,3,75,1,25,1,4.55,297.4,2,89.55,2.16,0.98,1.72,45,-4,32.43,0.23,-0.11,0.51,21.6,0.7,1.52,1.6,-0.2,0.89,1,0.2,0.71,4.4,0.66,2.96
2020-10-16,5,552,300,7,2.33,2,66.67,1,33.33,0,0,3,42.86,63,1,1.59,5,24,22,2,0,2,8.33,0,1,0,1,17,77,60.27,17,1,5.88,16,94.12,5,3,60,2,40,1,4.55,321.2,-32.4,62.65,2.51,0.53,1.47,55,-10,27.41,0.55,0.09,0.76,22,0.3,1.23,1.6,0,0.89,1.2,0.4,0.84,5.12,1.55,3.46
2020-10-17,6,547,195,2,1.03,0,0,0,0,0,0,0,0,13,1,7.69,3,23,22,1,0,1,4.35,0,1,0,0,17,77,60.73,18,0,0,18,100,4,2,50,2,50,1,4.55,277.4,-29.8,57.93,2.62,-0.38,1.28,40,-8.5,25.28,1.86,1.7,3.33,22.4,-0.3,0.55,1.6,-0.3,0.89,1.2,0.3,0.84,5.04,1.29,3.47
2020-10-18,0,543,192,2,1.04,2,100,0,0,0,0,2,100,13,0,0,5,24,24,2,0,0,0,0,0,0,0,18,75,60.33,19,0,0,19,100,5,2,40,3,60,1,4.17,248.2,-28.7,56.53,2.24,-0.59,1.44,28.8,-5.2,21.31,1.86,0.77,3.33,22.6,0.2,0.89,1.4,0.2,0.55,1.2,-0.3,0.84,5.04,-1.23,3.47
2020-10-19,1,531,385,5,1.3,1,100,0,0,0,0,1,20,77,0,0,11,26,25,2,0,1,3.85,0,0,1,0,19,76,60.76,19,1,5.26,18,94.74,6,2,33.33,4,66.67,1,4,262.8,17.8,81.18,2.05,-0.78,1.5,37,6.6,30.63,1.86,-0.16,3.33,23,0.8,1.41,1.6,0.2,0.55,1.2,-0.4,0.84,4.97,-1.73,3.5
2020-10-20,2,553,374,6,1.6,2,100,0,0,0,0,2,33.33,57,2,3.51,3,27,27,2,0,0,0,0,0,0,0,20,74,61.93,22,2,9.09,20,90.91,5,3,60,2,40,2,7.41,289.2,33.8,93.28,1.46,-0.12,0.54,44.6,5.2,29.75,2.56,-0.39,3.21,24,1.3,2.12,1.8,0.1,0.45,0.8,-0.4,0.84,3.31,-1.72,3.48
2020-10-21,3,549,283,10,3.53,3,100,0,0,0,0,3,30,44,0,0,6,31,30,4,0,1,3.23,0,0,1,0,20,67,59.4,25,2,8,23,92,5,3,60,2,40,3,10,285.8,35.8,93.1,1.7,0.56,1.05,40.8,10.6,27.97,2.24,-1.19,3.41,25.6,1.9,3.05,2.2,0.6,1.1,0.6,0,0.55,2.29,-0.22,2.12
2020-10-22,4,560,251,7,2.79,0,0,0,0,0,0,0,0,33,3,9.09,3,30,28,0,0,2,6.67,0,0,0,2,18,64,59.04,24,0,0,24,100,4,3,75,1,25,3,10.71,297,1.6,82.17,2.05,0.57,1.06,44.8,0.7,24.17,2.52,1.82,3.98,26.8,1.3,2.39,2,-0.2,1.41,0.8,0.4,0.84,2.75,1.27,2.83
2020-10-23,5,549,354,8,2.26,1,100,0,0,0,0,1,12.5,66,3,4.55,7,30,26,2,0,4,13.33,1,1,0,2,18,69,57.65,22,0,0,22,100,4,3,75,1,25,3,11.54,329.4,-18.5,59.13,2.3,0.31,0.9,55.4,-4.6,17.42,3.43,1.47,3.77,27.2,0.3,1.92,2,-0.2,1.41,1.6,0.8,1.52,5.42,2.56,5.02
2020-10-24,6,534,196,2,1.02,1,100,0,0,0,0,1,50,13,2,15.38,4,27,25,1,0,2,7.41,0,0,1,1,16,64,58.64,20,0,0,20,100,5,2,40,3,60,3,12,291.6,-28.5,73.39,2.24,-0.24,0.98,42.6,-6.6,20.77,6.51,2.83,5.93,27.2,-0.8,1.92,1.8,-0.4,1.48,1.8,0.7,1.48,6.13,2.49,4.99
2020-10-25,0,524,167,5,2.99,1,100,0,0,0,0,1,20,24,0,0,1,26,24,1,0,2,7.69,0,1,0,1,15,63,57.46,18,0,0,18,100,6,2,33.33,4,66.67,3,12.5,250.2,-28.7,73.67,2.52,-0.29,0.95,36,-6,20.29,5.8,0.63,6.55,26.6,-1.5,2.41,1.6,-0.5,1.52,2.2,0.2,1.1,7.67,0.97,3.63
2020-10-26,1,552,403,3,0.74,1,50,1,50,0,0,2,66.67,80,6,7.5,6,26,23,2,0,3,11.54,1,0,0,2,14,61,54.13,17,0,0,17,100,6,2,33.33,4,66.67,2,8.7,274.2,11.7,101.37,1.96,-0.34,1.03,43.2,5.2,28.54,7.3,-0.77,5.69,25.2,-1.2,1.92,1.2,0.3,0.84,2.6,0,0.89,9.33,0.41,2.93
2020-10-27,2,562,391,8,2.05,0,0,0,0,0,0,0,0,48,3,6.25,9,23,20,0,0,3,13.04,0,1,0,2,14,70,58.25,14,0,0,14,100,6,2,33.33,4,66.67,2,10,302.2,28.1,112.12,1.81,-0.07,0.93,46.2,3.1,27.99,6.74,-0.45,5.61,23.6,-1.4,2.3,1.2,-0.3,0.84,2.8,-0.1,0.84,10.6,0.36,2.87
2020-10-28,3,567,282,3,1.06,0,0,1,100,0,0,1,33.33,55,0,0,4,21,20,1,0,1,4.76,0,1,0,0,14,70,58.45,14,0,0,14,100,6,2,33.33,4,66.67,2,10,287.8,39.6,108.37,1.57,-0.09,0.94,44,10.8,26.43,5.83,-2.45,6.37,22.4,-1.4,2.3,1,-0.1,0.71,2.2,-0.1,0.84,8.89,0.01,3.35
2020-10-29,4,585,247,14,5.67,0,0,0,0,0,0,0,0,46,3,6.52,7,21,19,1,0,2,9.52,1,0,0,1,12,63,56.84,15,0,0,15,100,4,2,50,2,50,2,10.53,298,3.9,99.61,2.5,0.57,1.98,50.6,1.9,20.12,4.05,0.55,3.73,21.2,-1.3,2.17,1,-0.1,0.71,2.2,-0.2,0.84,9.31,-0.31,3.25
2020-10-30,5,560,337,14,4.15,1,50,1,50,0,0,2,14.29,80,1,1.25,6,21,20,2,0,1,4.76,0,0,0,1,11,55,55.85,17,1,5.88,16,94.12,3,2,66.67,1,33.33,2,10,332,-27.6,67.59,2.73,1.04,2.11,61.8,-0.2,16.95,4.3,-1.22,3.42,20.4,-0.7,1.52,1.2,0.1,0.84,2,-0.5,1,8.72,-1.71,3.83
2020-10-31,6,548,180,7,3.89,1,50,1,50,0,0,2,28.57,16,0,0,8,23,22,3,0,1,4.35,0,1,0,0,12,55,55.14,20,1,5,19,95,2,2,100,0,0,1,4.55,287.4,-36.7,81.22,3.36,0.68,1.82,49,-3.9,22.89,2.8,-1.13,3.31,20.2,0.4,1.1,1.4,0.7,1.14,1.6,-0.4,0.89,7.29,-1.74,3.86
2020-11-01,0,537,228,5,2.19,2,100,0,0,0,0,2,40,17,3,17.65,7,24,21,2,0,3,12.5,1,1,0,1,11,52,58.57,18,1,5.56,17,94.44,3,2,66.67,1,33.33,1,4.76,254.8,-17.5,58.89,3.39,0.05,1.8,42.8,-10.6,27.05,5.08,2.88,7.52,20.4,0.5,1.14,1.8,0.4,0.84,1.6,0.3,0.89,7.18,1.03,3.66
2020-11-02,1,547,397,4,1.01,1,100,0,0,0,0,1,25,90,2,2.22,7,23,23,2,0,0,0,0,0,0,0,13,57,57.48,18,1,5.56,17,94.44,5,2,40,3,60,1,4.35,277.8,19.1,87.62,3.38,-1.13,1.81,49.8,2.5,34.5,5.53,0.78,7.21,21,0.9,1.58,2,0.2,0.71,1.4,-0.2,1.14,6.23,-1.13,4.86
2020-11-03,2,549,377,19,5.04,3,100,0,0,0,0,3,15.79,55,2,3.64,11,28,26,5,0,2,7.14,0,1,0,1,13,50,56.81,20,1,5,19,95,6,2,33.33,4,66.67,1,3.85,303.8,29.7,95.16,3.26,-0.11,1.63,51.6,2.4,34.49,4.95,0.7,7.22,22.4,1.3,2.3,2.8,0.5,1.3,1.4,0.1,1.14,5.75,0.04,4.57
2020-11-04,3,527,326,18,5.52,3,75,1,25,0,0,4,22.22,46,1,2.17,2,30,28,4,0,2,6.67,0,0,0,2,14,50,58,22,1,4.55,21,95.45,6,2,33.33,4,66.67,1,3.57,301.6,44.1,94.32,3.53,0.61,1.91,44.8,9.8,30.62,5.14,-0.97,7.12,24,1.7,2.92,3.2,0.5,1.3,1.6,0.1,1.14,6.13,-0.07,4.55
2020-11-05,4,536,295,23,7.8,3,75,1,25,0,0,4,17.39,38,4,10.53,4,32,29,4,0,3,9.38,0,1,0,2,15,52,60.17,22,1,4.55,21,95.45,7,3,42.86,4,57.14,3,10.34,324.6,6.3,67.45,4.31,1.57,2.72,49.2,-0.2,26.79,7.24,-1.43,6.77,25.4,2.1,3.36,3.4,0.6,1.34,2,0.2,1.23,7.14,0.04,4.61
2020-11-06,5,548,373,13,3.49,4,80,1,20,0,0,5,38.46,71,3,4.23,8,35,32,6,1,3,8.57,0,0,0,3,16,50,60.88,26,2,7.69,24,92.31,6,2,33.33,4,66.67,3,9.38,353.6,-13,41.84,4.57,0.77,2.52,60,-5.5,20.77,4.56,1.09,3.46,27.6,2.1,3.36,4.2,0.7,1.48,2,0.7,1.23,6.35,1.94,3.71
2020-11-07,6,542,235,19,8.09,3,75,1,25,0,0,4,21.05,26,2,7.69,8,38,36,6,1,2,5.26,0,0,0,2,19,53,60.22,28,4,14.29,24,85.71,8,3,37.5,5,62.5,3,8.33,321.2,-23.7,59.03,5.99,0.41,1.94,47.2,-3.3,17.05,5.65,1.02,3.4,30.2,2.4,3.9,5,0.4,1,2.4,0.1,0.55,7.4,-0.19,1.62
2020-11-08,0,545,213,12,5.63,1,50,1,50,0,0,2,16.67,17,1,5.88,9,40,38,4,0,2,5,0,0,0,2,20,53,60.29,28,5,17.86,23,82.14,10,4,40,6,60,6,15.79,288.4,-28.6,65.48,6.11,0.05,1.89,39.6,-7,20.77,6.1,0.46,3.21,32.6,2.7,4.34,4.8,0.2,1.1,2.4,-0.1,0.55,6.98,-0.75,1.95
2020-11-09,1,572,375,21,5.6,6,75,2,25,0,0,8,38.1,103,3,2.91,4,46,44,8,1,2,4.35,0,0,0,2,21,48,59.91,35,4,11.43,31,88.57,9,4,44.44,5,55.56,9,20.45,298.2,0,75.43,6.12,-0.23,1.88,51,7.6,35.55,6.25,-1.36,2.99,35.8,3.6,5.76,5.6,0.6,1.67,2.4,-0.3,0.55,6.51,-1.36,2.29
2020-11-10,2,556,481,15,3.12,2,66.67,1,33.33,0,0,3,20,86,6,6.98,7,47,45,3,0,2,4.26,0,0,0,2,23,51,61.31,34,3,8.82,31,91.18,11,5,45.45,6,54.55,9,20,335.4,35.6,110.95,5.19,-0.32,2,60.6,10.7,37.58,5.54,0.07,1.97,39,3.4,5.48,5.4,-0.4,1.95,2.2,-0.2,0.45,5.49,-0.95,1.77
2020-11-11,3,551,129,4,3.1,1,100,0,0,0,0,1,25,27,3,11.11,3,46,45,1,0,1,2.17,1,0,0,0,23,51,60.29,36,2,5.56,34,94.44,9,5,55.56,4,44.44,9,20,286.6,5.6,140.11,5.11,-1.25,2.09,51.8,7.1,39.63,6.91,0.79,2.97,41.6,2.5,4.28,4.4,-1.1,2.7,1.8,-0.2,0.45,4.21,-0.69,1.22
2020-11-12,4,547,357,18,5.04,2,100,0,0,0,0,2,11.11,51,5,9.8,7,49,44,4,0,5,10.2,0,1,0,4,24,55,62.89,36,1,2.78,35,97.22,8,4,50,4,50,10,22.73,311,4.2,139.5,4.5,-0.37,1.29,56.8,-0.8,37.06,7.34,1.6,3.25,43.2,1.3,2.95,4,-0.7,2.55,2.4,0.5,1.52,5.2,0.82,2.99
2020-11-13,5,555,408,23,5.64,1,50,0,0,1,50,2,8.7,84,4,4.76,4,46,41,2,0,5,10.87,0,0,0,5,23,56,65.51,33,4,12.12,29,87.88,8,4,50,4,50,10,24.39,350,-5.8,132.33,4.5,0.2,1.29,70.2,-7.3,30.62,7.11,0.65,3.41,43.8,-0.7,1.64,3.6,-1.1,2.7,3,0.9,1.87,6.37,1.9,3.91
2020-11-14,6,536,239,11,4.6,1,100,0,0,0,0,1,9.09,20,2,10,2,43,42,2,0,1,2.33,0,0,0,1,24,57,64.07,32,3,9.38,29,90.63,10,4,40,6,60,9,21.43,322.8,-20.5,139.68,4.3,0.55,1.15,53.6,-7.5,30.89,8.53,-0.03,2.6,43.4,-1,1.82,2.4,-0.1,1.14,2.8,0.2,2.05,5.97,0.48,4.26
2020-11-15,0,556,240,19,7.92,4,100,0,0,0,0,4,21.05,16,2,12.5,2,47,46,5,0,1,2.13,0,0,0,1,25,54,62.57,36,3,8.33,33,91.67,10,5,50,5,50,11,23.91,274.6,10.4,109.83,5.26,0.92,1.76,39.6,-5.3,28.29,9.63,0.3,2.93,43.6,0,2.07,2.8,0.6,1.64,2.6,-0.4,2.19,5.54,-0.8,4.57
2020-11-16,1,580,495,32,6.46,7,87.5,1,12.5,0,0,8,25,118,6,5.08,3,54,47,8,1,7,12.96,0,2,0,5,26,55,62.85,37,1,2.7,36,97.3,10,5,50,5,50,8,17.02,347.8,10.8,110.49,5.93,0.51,1.31,57.8,6.6,43.4,8.43,-0.17,3.38,44,1.1,2.55,4.2,1.1,2.49,3.8,0,2.68,7.7,-0.32,5.1
2020-11-17,2,595,513,39,7.6,7,77.78,2,22.22,0,0,9,23.08,79,7,8.86,1,55,52,8,1,3,5.45,0,1,0,2,32,62,61.42,39,2,5.13,37,94.87,13,7,53.85,6,46.15,8,15.38,379,46.6,133.39,6.44,0.58,1.38,63.4,8.8,44.1,8.24,0.33,3.31,45.6,2.7,4.39,5,1.8,3,3.4,0.2,2.61,6.75,-0.02,4.95
2020-11-18,3,590,474,52,10.97,5,100,0,0,0,0,5,9.62,59,8,13.56,8,58,52,6,1,6,10.34,0,3,0,3,32,62,61.4,40,1,2.5,39,97.5,12,8,66.67,4,33.33,8,15.38,392.2,74.3,140.08,7.51,1.24,2.33,58.4,14.1,42.57,10,0.35,3.33,47.8,2.6,4.27,5.8,1.1,2.49,3.6,1.2,2.79,6.64,1.93,4.85
2020-11-19,4,565,376,44,11.7,5,71.43,2,28.57,0,0,7,15.91,98,18,18.37,9,61,54,10,1,7,11.48,1,1,1,4,35,65,62.02,42,1,2.38,41,97.62,12,9,75,3,25,6,11.11,419.6,25.1,113.5,8.93,1.21,2.28,74,10.5,39.13,11.67,2.02,5.01,50.2,2.1,3.49,7.4,0.8,1.95,4.8,1.1,2.68,8.47,1.61,4.53
2020-11-20,5,566,522,53,10.15,4,66.67,0,0,2,33.33,6,11.32,100,11,11,8,61,57,7,1,4,6.56,0,0,0,4,35,61,61.51,45,1,2.22,44,97.78,12,8,66.67,4,33.33,8,14.04,476,-8.3,58.84,9.38,1.15,2.25,90.8,-1.7,22.51,11.37,2.14,5,52.4,2.2,3.65,7.8,0,1.48,5.4,-0.2,1.82,9.36,-0.68,3.22
2020-11-21,6,555,297,28,9.43,3,75,1,25,0,0,4,14.29,91,8,8.79,3,66,61,9,1,5,7.58,0,1,0,4,35,57,60.38,49,1,2.04,48,97.96,12,9,75,3,25,9,14.75,436.4,-38.4,97.07,9.97,0.28,1.58,85.4,6.5,16.89,12.12,-0.27,4,55.2,2.3,3.83,8,0.3,1.58,5,0.2,1.58,8.28,0.05,2.55
2020-11-22,0,544,253,22,8.7,4,80,1,20,0,0,5,22.73,33,6,18.18,0,66,61,5,0,5,7.58,0,1,0,4,37,61,60.62,45,2,4.44,43,95.56,16,9,56.25,7,43.75,9,14.75,384.4,-52.1,113.95,10.19,-0.68,1.19,76.2,-5.9,29.25,13.98,-0.03,4.27,57,2.5,4.06,7.4,-0.3,2.07,5.4,-0.4,1.14,8.71,-0.94,2.09
2020-11-23,1,557,467,40,8.57,0,0,1,100,0,0,1,2.5,151,15,9.93,5,64,59,4,0,5,7.81,1,2,0,2,36,61,61.42,45,3,6.67,42,93.33,14,10,71.43,4,28.57,7,11.86,383,-8.7,112.61,9.71,-0.77,1.28,94.6,3.9,41.92,13.25,-0.97,4.65,58.4,1.4,2.97,7,-1.4,2.55,5.2,-0.3,1.1,8.2,-0.63,1.9
2020-11-24,2,566,474,62,13.08,3,100,0,0,0,0,3,4.84,60,9,15,4,68,62,9,1,6,8.82,1,0,0,5,41,66,59.98,50,4,8,46,92,12,8,66.67,4,33.33,7,11.29,402.6,7.4,119.41,9.99,0.5,1.84,87,-2,44.51,12.58,0.91,3.91,60,0.8,2,6.8,-0.1,2.28,5,0.4,0.71,7.67,0.48,0.81
2020-11-25,3,557,511,60,11.74,3,75,1,25,0,0,4,6.67,64,11,17.19,9,68,65,6,1,3,4.41,0,0,0,3,45,69,61.4,53,3,5.66,50,94.34,12,6,50,6,50,9,13.85,400.4,64.9,116.73,10.3,0.9,2.01,79.8,-2.7,44.8,13.82,1.36,4.25,61.6,0.9,2.19,6.6,-0.2,2.3,4.8,-0.3,1.1,7.24,-0.51,1.66
2020-11-26,4,550,82,11,13.41,5,83.33,0,0,1,16.67,6,54.55,13,2,15.38,5,72,68,7,1,4,5.56,1,0,0,3,49,72,61.66,54,2,3.7,52,96.3,14,8,57.14,6,42.86,10,14.71,357.4,-29.8,184.35,11.1,1.26,2.34,64.2,-12.7,52.79,15.14,0.17,3.19,63,2,3.54,6.2,0.6,1.92,4.6,-0.4,1.14,6.84,-0.74,1.8
2020-11-27,5,557,248,33,13.31,5,62.5,3,37.5,0,0,8,24.24,38,8,21.05,10,76,71,8,1,5,6.58,0,2,0,3,50,70,59.72,57,2,3.51,55,96.49,14,8,57.14,6,42.86,9,12.68,356.4,-83,185.07,12.02,0.98,2.04,65.2,-27.3,52.09,15.71,2.26,4.02,65,3,4.74,6.8,0.6,1.92,4.6,-0.2,1.14,6.64,-0.57,1.75
2020-11-28,6,542,330,32,9.7,4,36.36,2,18.18,5,45.45,11,34.38,35,4,11.43,12,78,77,8,1,1,1.28,1,0,0,0,53,69,59.75,61,3,4.92,58,95.08,16,6,37.5,10,62.5,10,12.99,329,-55.1,174.44,12.25,-0.52,1.58,42,-7.6,20.7,16.01,-0.33,3.51,68.6,3.6,5.77,7.6,0,1.14,3.8,-0.8,1.92,5.33,-1.29,2.79
2020-11-29,0,555,267,32,11.99,7,100,0,0,0,0,7,21.88,31,5,16.13,8,87,85,10,1,2,2.3,0,1,0,1,58,68,59.39,66,4,6.06,62,93.94,19,8,42.11,11,57.89,10,11.76,287.6,-24,154.89,12.03,-0.32,1.51,36.2,-4.4,18.32,16.24,-0.61,3.46,73.2,4.9,7.95,7.8,0.9,1.48,3,-0.5,1.58,4.03,-0.85,2.21
2020-11-30,1,581,513,48,9.36,7,58.33,5,41.67,0,0,12,25,152,17,11.18,12,98,90,14,1,8,8.16,1,1,0,6,63,70,58.44,73,4,5.48,69,94.52,17,8,47.06,9,52.94,11,12.22,288,88.1,155.62,11.55,-0.94,1.94,53.8,27.1,55.75,15.03,-1.33,4.04,78.2,5.8,9.26,9.4,1.6,2.79,4,0.5,2.74,4.78,0.09,2.9
2020-12-01,2,585,626,90,14.38,8,61.54,3,23.08,2,15.38,13,14.44,75,11,14.67,5,101,90,11,1,11,10.89,0,1,2,8,62,69,60.07,73,7,9.59,66,90.41,17,8,47.06,9,52.94,9,10,396.8,93.9,165.44,11.75,0.18,2.2,66.2,19.1,51.11,14.89,-1.3,4.04,82.6,5.1,8.39,10.2,1.2,2.49,5.4,1.9,4.16,5.84,1.55,4.02
2020-12-02,3,575,612,96,15.69,3,27.27,1,9.09,7,63.64,11,11.46,55,11,20,1,95,91,6,1,4,4.21,1,0,0,3,60,66,60.29,75,6,8,69,92,16,10,62.5,6,37.5,10,10.99,469.6,92.3,163.67,12.22,1.44,2.8,69.6,8.4,49.29,14.68,1.57,3.65,86.6,3.3,5.86,9.8,-0.3,3.03,5.2,1.5,4.21,5.37,1.45,4.05
2020-12-03,4,567,613,75,12.23,7,70,0,0,3,30,10,13.33,81,17,20.99,6,102,94,12,1,8,7.84,1,1,1,5,61,65,61.01,78,9,11.54,69,88.46,16,9,56.25,7,43.75,12,12.77,526.2,79.1,151.83,12.73,0.68,2.43,78.8,0.3,45.36,16.59,1.85,4.01,90,1.9,3.24,10.6,-0.4,2.97,6.6,0.8,3.58,6.68,0.71,3.41
2020-12-04,5,559,657,89,13.55,4,57.14,2,28.57,1,14.29,7,7.87,93,8,8.6,15,104,93,11,1,11,10.58,0,2,0,9,61,66,61.82,75,10,13.33,65,86.67,18,10,55.56,8,44.44,13,13.98,604.2,27.5,54.13,13.04,0.62,2.41,91.2,-11.2,36.66,15.09,0.12,5.4,91.6,1,1.82,10.8,-0.5,2.95,8.4,0.3,2.88,8.34,0.18,2.69
